place_id,name,types,rating,user_ratings_total,price_level,lat,lon,vicinity,business_status,editorial_summary,website,international_phone_number,cuisine_detected,cuisine_source,top_review_language,top_language_share,n_reviews_fetched,review_language_counts_json,cuisine_detected_original,cuisine_source_original
ChIJX9-amqZlxkcRr4Jfie1T3oE,Chinese Afhaalspecialiteiten Galecop,"establishment,food,meal_takeaway,point_of_interest,restaurant",3.9,89.0,,52.0536192,5.0816398,"Winkelcentrum Galecop 3-A, Nieuwegein",OPERATIONAL,,https://www.chineesgalecop.nl/,+31 30 603 2230,chinese,keyword_name_website,en-US,1.0,5,"{""en-US"": 5}",chinese,name
ChIJu_H8jtRlxkcRxfDq2UpATjk,Caribbean Soul Kitchen,"establishment,food,point_of_interest,restaurant",5.0,12.0,,52.04222679999999,5.076906,"Bestel omgeving, Parking lot, Foodtruck, Utrecht",OPERATIONAL,,http://www.caribbeansoulkitchen.nl/,+31 6 57846365,caribbean,keyword_name_website,en-US,1.0,5,"{""en-US"": 5}",caribbean,name
ChIJufsz7aplxkcRuh161pyDAxg,Baraka döner en snacks,"establishment,food,point_of_interest,restaurant",3.3,109.0,,52.0416154,5.0760441,"Waardijnburg 4, Nieuwegein",OPERATIONAL,,,+31 30 662 6288,turkish,keyword_name_website,en,1.0,5,"{""en"": 5}",italian,reviews
ChIJVVWFyKplxkcRBZCU_7EmZno,Lunchroom Fair’s,"establishment,food,point_of_interest,restaurant",5.0,1.0,,52.04026,5.075857399999999,"Dukatenburg 1, Nieuwegein",OPERATIONAL,,,,cafe,keyword_name_website,und,1.0,1,"{""und"": 1}",unknown,
ChIJPzqxRQBlxkcRqZF36GPEFAQ,Frank’s magic food,"establishment,food,point_of_interest,restaurant",5.0,8.0,,52.0380893,5.076387,"Havezatedrift 57, Nieuwegein",OPERATIONAL,,,,italian,original,en-US,1.0,5,"{""en-US"": 5}",italian,reviews
ChIJJxaFSMBlxkcRGUJ8KVHsOp8,Bastion Hotel Utrecht,"establishment,food,lodging,point_of_interest,restaurant,store",3.6,1882.0,,52.0579641,5.1068549,"Mauritiuslaan 1, Utrecht",OPERATIONAL,"Relaxed rooms in a contemporary property featuring an upmarket restaurant, a bar & a game room.",https://www.bastionhotels.com/nl-nl/hotels/hotel-utrecht?utm_source=google&utm_medium=organic&utm_campaign=gmb-B06,+31 30 287 1400,international,heuristic_domain,en,1.0,5,"{""en"": 5}",unknown,
ChIJKVyI38RlxkcRksbtwocUae8,HANOS-ISPC,"establishment,food,point_of_interest,restaurant",4.4,167.0,,52.0506786,5.1143709,"Ravenswade 94, Nieuwegein",OPERATIONAL,,https://www.hanos.nl/nl/groothandel/HANOS-ISPC-Utrecht,+31 30 280 8500,other,heuristic_domain,en,1.0,5,"{""en"": 5}",unknown,
ChIJ9zXMIrFlxkcR25xc5mOvfQ8,Bowlingbaan Franky's Nieuwegein,"bar,bowling_alley,establishment,food,point_of_interest,restaurant",4.3,1559.0,,52.0463293,5.0936455,"Blokhoeve 16, Nieuwegein",OPERATIONAL,,https://www.frankysnieuwegein.nl/welkom,+31 30 605 3551,other,heuristic_domain,en,1.0,5,"{""en"": 5}",unknown,
ChIJB3Vn3ExkxkcRnsjRIfmpFaQ,Khroewa Thai,"establishment,food,point_of_interest,restaurant",4.8,137.0,2.0,52.0379266,5.090590499999999,"Nedereindseweg 33, Nieuwegein",OPERATIONAL,,http://www.khroewathai.nl/,+31 30 268 3821,thai,keyword_name_website,en,1.0,5,"{""en"": 5}",thai,name
ChIJI1daFU1kxkcRyzUo-0eOqMY,Davis Fast Food,"establishment,food,point_of_interest,restaurant",4.3,186.0,2.0,52.0376846,5.0886623,"Nedereind 20, Nieuwegein",OPERATIONAL,,,+31 30 604 4840,fast_food,heuristic_name_website,en,0.8,5,"{""en"": 4, ""en-US"": 1}",unknown,
ChIJP_T1a69lxkcRrGmsJEbh_1Q,Latas,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",4.2,17.0,,52.052861,5.1068161,"Noordersluis 16, Utrecht",CLOSED_TEMPORARILY,,,+31 6 84665523,italian,original,en,0.6,5,"{""en"": 3, ""en-US"": 2}",italian,reviews
ChIJAQBAE7VlxkcRVlYXzKrNR9I,Restaurant Lokaal ROC Midden Nederland,"establishment,food,point_of_interest,restaurant",4.4,11.0,,52.0403984,5.098599999999999,"Newtonbaan 12, Nieuwegein",OPERATIONAL,,https://www.rocmn.nl/mbo/restaurant-lokaal,+31 30 754 2500,european,website_text,en-US,1.0,5,"{""en-US"": 5}",unknown,
ChIJuw655kNlxkcRvkntFbi6zvM,Snackwagen Plettenburg,"establishment,food,point_of_interest,restaurant",4.4,86.0,,52.0410486,5.1056984,"Parking lot, Structuurbaan, Nieuwegein",OPERATIONAL,,https://nlviewmap.org/details/snackwagen-plettenburg-ChIJuw6,+31 6 55503925,fast_food,name_contains,en,0.6,5,"{""en"": 3, ""en-US"": 2}",unknown,
ChIJoQy-oExkxkcRJQCbNf1vpCs,Tandoori Hut 🇮🇳,"establishment,food,meal_takeaway,point_of_interest,restaurant",3.9,144.0,2.0,52.03770309999999,5.0930262,"Nedereindseweg 5, Nieuwegein",OPERATIONAL,,http://www.indiantandoorihut.com/,+31 30 603 7813,indian,keyword_name_website,en,1.0,5,"{""en"": 5}",indian,name
ChIJE6xBoUxkxkcRdU-zm4pRvyQ,SteakHouse Sphinx,"establishment,food,point_of_interest,restaurant",3.9,124.0,2.0,52.0376966,5.092899399999999,"Nedereindseweg 9a, Nieuwegein",OPERATIONAL,,https://www.sphinxnieuwegein.nl/,+31 30 604 4944,american,keyword_name_website,en,1.0,5,"{""en"": 5}",unknown,
ChIJ0aiY7tplxkcR3IU-rAnybK8,Jutfaes,"bar,establishment,food,point_of_interest,restaurant",4.7,35.0,,52.0378615,5.0950221,"Herenstraat 15, Nieuwegein",OPERATIONAL,,https://jutfaes.nl/,,italian,original,en-US,0.6,5,"{""en"": 2, ""en-US"": 3}",italian,reviews
ChIJd00sfABlxkcROi3-_jI22nE,More Then Burgers,"establishment,food,point_of_interest,restaurant",3.3,8.0,,52.0494646,5.1138556,"Wijde Wade 6, Nieuwegein",OPERATIONAL,,https://morethenburgers.sitedish.shop/,,american,heuristic_name_website,en-US,1.0,5,"{""en-US"": 5}",unknown,
ChIJZ70kQ0tkxkcRnA0TOwMKzb4,Lunchroom And Coffee Jutphaas,"establishment,food,point_of_interest,restaurant",3.2,5.0,,52.0377001,5.094183999999999,Nieuwegein,OPERATIONAL,,https://nieuwegeinsecateringcompany.nl/,+31 30 603 1551,cafe,keyword_name_website,en-US,0.8,5,"{""en-US"": 4, ""und"": 1}",unknown,
ChIJlU68oUxkxkcROBVriPugZu4,Dani's Corner Nieuwegein 🇸🇷,"establishment,food,point_of_interest,restaurant",3.6,325.0,,52.0376881,5.0929869,"Nedereindseweg 7, Nieuwegein",OPERATIONAL,,http://www.daniscorner.nl/,+31 30 603 7475,caribbean,original,en,1.0,5,"{""en"": 5}",caribbean,reviews
ChIJSX1cZoZlxkcR8yEQNg94OgA,De Huismeesters,"cafe,establishment,food,point_of_interest,restaurant,store",4.4,25.0,,52.056811,5.110767,"Ringwade 31, Nieuwegein",OPERATIONAL,,http://dehuismeesters.com/,+31 30 202 7027,cafe,website_text,en-US,1.0,5,"{""en-US"": 5}",unknown,
ChIJPbPI1bFlxkcRWdmSCLz1s0c,IKEA Restaurant Utrecht,"establishment,food,point_of_interest,restaurant",3.8,40.0,1.0,52.0620194,5.099589,"Van Rensselaerlaan 7, Utrecht",OPERATIONAL,"Chain store restaurant featuring Swedish-inspired food, including classic meatball & salmon dishes.",https://www.ikea.com/nl/nl/stores/utrecht/,+31 50 711 1267,scandinavian,chain_name_website,en,1.0,5,"{""en"": 5}",unknown,
ChIJ2SmA745lxkcR-WuLwJuh7kE,Coffeebar IKEA,"establishment,food,point_of_interest,restaurant",2.8,6.0,,52.0620194,5.099589,"Hollantlaan 30, Utrecht",OPERATIONAL,,https://www.ikea.com/nl/nl/stores/utrecht/,+31 50 711 1267,scandinavian,chain_name_website,en-US,0.8,5,"{""en"": 1, ""en-US"": 4}",unknown,
ChIJAXO8a0tkxkcROycQQt8H4dE,Grillroom Pizzeria Andalous - Nieuwegein,"bar,establishment,food,point_of_interest,restaurant",3.6,89.0,,52.0372692,5.094563099999999,"Herenstraat 25, Nieuwegein",CLOSED_TEMPORARILY,,https://yellow.pages.wwwcafe.de/grillroom-pizzeria-andalous/,+31 30 275 1346,italian,keyword_name_website,en-US,0.6,5,"{""en"": 2, ""en-US"": 3}",italian,reviews
ChIJXTKGa0tkxkcR60tNOu03FFo,Restaurant Achams,"establishment,food,point_of_interest,restaurant",,,,52.0372692,5.094563099999999,"Herenstraat 25, Nieuwegein",OPERATIONAL,,,+31 30 707 4213,unknown,unknown,,0.0,0,{},unknown,
ChIJXwlbbnRlxkcRrta5gaDzDFE,Restaurant Céline,"establishment,food,point_of_interest,restaurant",4.7,302.0,3.0,52.0376559,5.100102100000001,"Fort Jutphaas 3, Nieuwegein",OPERATIONAL,,http://www.restaurantceline.nl/,+31 30 603 1708,european,search_snippet,en,1.0,5,"{""en"": 5}",unknown,
ChIJY5Udzt9mxkcRBqH8a0SQ8qQ,La Piazza Basilico,"establishment,food,point_of_interest,restaurant",4.5,538.0,,52.0623572,5.1013533,"Hollantlaan 28, Utrecht",OPERATIONAL,,https://www.lapiazzabasilico.nl/,+31 30 280 0524,italian,original,en,1.0,5,"{""en"": 5}",italian,reviews
ChIJ3bKeKnFlxkcRaeQuihqMDdo,Laos thai food 🇹🇭,"establishment,food,point_of_interest,restaurant",4.8,132.0,,52.0379443,5.0859247,"Kerkveld 65, Nieuwegein",OPERATIONAL,,https://laosthaifood.sitedish.shop/#menu,+31 30 785 7376,thai,keyword_name_website,en,1.0,5,"{""en"": 5}",thai,name
ChIJbYOtuNplxkcRwZljnS7Q28c,McDonald's,"establishment,food,meal_takeaway,point_of_interest,restaurant",3.8,5084.0,2.0,52.0495125,5.118151,"Ravenswade 1, Nieuwegein",OPERATIONAL,"Classic, long-running fast-food chain known for its burgers & fries.",http://www.mcdonaldsnieuwegein.nl/,+31 30 280 1120,fast_food,chain_name_website,en,1.0,5,"{""en"": 5}",american,reviews
ChIJm8YzVGJvxkcR2ASURx4CxD0,Holland Casino Utrecht,"casino,establishment,food,point_of_interest,restaurant",4.1,3147.0,,52.0602878,5.1100901,"Winthontlaan 8, Utrecht",OPERATIONAL,"Casino with gaming tables & slot machines, plus restaurant & bar with chic interiors.",https://hc.nl/vestigingen/utrecht,+31 88 090 0500,other,website_text,en,1.0,5,"{""en"": 5}",unknown,
ChIJ4dwMitllxkcRHZEd3e3-crk,Down Under,"establishment,food,point_of_interest,restaurant",4.2,3121.0,2.0,52.0491848,5.124302699999999,"Ravensewetering 1, Nieuwegein",OPERATIONAL,,https://www.downunder.nl/,+31 30 287 7777,pub,original,en,1.0,5,"{""en"": 5}",pub,reviews
ChIJbYOtuNplxkcRnpOXH8CKxtY,Asian Tower,"establishment,food,point_of_interest,restaurant",4.1,943.0,2.0,52.0496417,5.1177083,"Parking lot, Ravenswade 1-A, Nieuwegein",OPERATIONAL,,http://www.asiantower.nl/,+31 30 287 4090,japanese,original,en,1.0,5,"{""en"": 5}",japanese,reviews
ChIJJUvIXeplxkcRyUMfgWa_-ec,Van der Valk Hotel Utrecht,"establishment,food,lodging,point_of_interest,restaurant",4.4,5137.0,,52.06086800000001,5.1081154,"Winthontlaan 4, 1e, 2e en 20e etage, Utrecht",OPERATIONAL,"Chic rooms & city-themed suites, plus a modern restaurant, an indoor pool & a cozy bar.",http://www.vandervalkhotelutrecht.nl/?utm_source=google&utm_medium=organic&utm_campaign=gmb-utr,+31 30 800 0800,international,website_text,en,1.0,5,"{""en"": 5}",unknown,
ChIJc0W8YXZmxkcRpDy0VTmAaqw,Marenhoeve,"establishment,food,lodging,point_of_interest,restaurant",4.8,81.0,,52.0520465,5.1320574,"Koppeldijk 5, Houten",OPERATIONAL,"Modern suites with terraces in a relaxed B&B offering free Wi-Fi, a shared kitchen & a garden.",http://www.marenhoeve.nl/,+31 6 20820038,european,search_snippet,en,1.0,5,"{""en"": 5}",unknown,
ChIJrz2TktplxkcRRXWQAulaLko,Foodcorner,"establishment,food,point_of_interest,restaurant",3.5,6.0,,52.0496506,5.1176033,"Parking lot, Ravenswade 1a, Nieuwegein",OPERATIONAL,,http://www.food-corner.nl/,+31 30 287 4092,japanese,original,en-US,0.8,5,"{""en-US"": 4, ""und"": 1}",japanese,reviews
ChIJl1Bhp9plxkcRKzWkKPETc40,Boerske,"establishment,food,point_of_interest,restaurant",3.1,48.0,2.0,52.0485056,5.1161461,"Veldwade 3, Nieuwegein",OPERATIONAL,,http://www.boerske.nl/,+31 30 267 2765,american,original,en,0.6,5,"{""en"": 3, ""en-US"": 2}",american,reviews
ChIJJUvIXeplxkcRH-2TRegqpTc,Kerstbrunch,"establishment,food,point_of_interest,restaurant",,,,52.060962,5.1079465,"Winthontlaan 4 -6, Utrecht",OPERATIONAL,,,+31 6 13746126,cafe,name_contains,,0.0,0,{},unknown,
ChIJLzF0ccxlxkcRRyV69EemqcA,Restaurant 'V' Utrecht,"establishment,food,point_of_interest,restaurant,store",3.7,32.0,,52.060962,5.1079465,"Winthontlaan 4, 1e, 2e en 20e etage, Utrecht",OPERATIONAL,,https://www.vandervalkhotelutrecht.nl/restaurant/,+31 30 800 0800,international,website_text,en,1.0,5,"{""en"": 5}",unknown,
ChIJCXm_KERlxkcR4WiP6xSIbGs,Bar & Bistro Op Zuid,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.1,1348.0,2.0,52.0624835,5.1136484,"Neerlandia, Neerlandiakade 2B, Utrecht",OPERATIONAL,"Colorful, chill hangout with a terrace & water views serving global bites, beer, wine & cocktails.",https://www.opzuidutrecht.nl/,+31 30 245 1118,french,keyword_name_website,en,1.0,5,"{""en"": 5}",french,name
ChIJUXpXNABlxkcRF7FJEDLyUBw,The 1st Floor Lunchroom,"establishment,food,point_of_interest,restaurant",,,,52.061612,5.1053906,"Hollantlaan 4, Utrecht",OPERATIONAL,,https://hollbusi.org/business/the-1st-floor-lunchroom-chijuxp,+31 30 744 0210,cafe,keyword_name_website,,0.0,0,{},unknown,
ChIJ18E2WAtmxkcRyBkgVfR2EfI,Cafetaria De Koppel,"establishment,food,point_of_interest,restaurant",4.6,187.0,,52.0590327,5.1361012,"Furkabaan 741, Utrecht",OPERATIONAL,,http://www.cafetariadekoppel.nl/,+31 30 289 6920,fast_food,keyword_name_website,en,1.0,5,"{""en"": 5}",unknown,
ChIJ91FCDXNvxkcRRp-qh2oUaq4,Lunchtijd NL,"establishment,food,point_of_interest,restaurant",4.8,12.0,,52.04169350000001,5.145235,"Meidoornkade 3, Houten",OPERATIONAL,,https://www.lunchtijd.nl/,+31 30 242 7065,cafe,name_contains,en-US,1.0,5,"{""en-US"": 5}",unknown,
ChIJr0dR6mJmxkcRxJpVGXWzVDs,Vermaat Leisure B.V.,"establishment,food,point_of_interest,restaurant",1.0,1.0,2.0,52.0383151,5.141375699999999,"Meidoornkade 24, Houten",OPERATIONAL,,https://www.vermaatgroep.nl/,+31 30 634 9135,american,original,nl,1.0,1,"{""nl"": 1}",american,reviews
ChIJZWhA_WNmxkcRGf1m3uzy_F4,Shell,"car_wash,convenience_store,establishment,food,gas_station,point_of_interest,restaurant,store",3.8,70.0,2.0,52.0411608,5.1464696,"Essenkade 1, Houten",OPERATIONAL,,https://find.shell.com/nl/fuel/10030430-shell-station-doornkade/nl_NL,+31 30 634 2201,convenience,chain_name_website,en,0.8,5,"{""en"": 4, ""en-US"": 1}",unknown,
ChIJJbG5p25mxkcRl15bRcrlyjQ,Grand Cafe Tante Fie,"establishment,food,point_of_interest,restaurant",4.6,93.0,,52.0523416,5.1478372,"Fortweg 13, Houten",OPERATIONAL,,http://www.grandcafetantefie.nl/,+31 6 10733873,cafe,keyword_name_website,en-US,0.8,5,"{""en"": 1, ""en-US"": 4}",unknown,
ChIJKU8DhThnxkcRl-XqJllfsjI,Boerderijcafé Koppelsteede | Utrecht Natuurlijk,"bar,cafe,establishment,food,point_of_interest,restaurant,store",5.0,15.0,,52.0569755,5.137924300000001,"Koppeldijk 115, Utrecht",OPERATIONAL,,https://www.utrechtnatuurlijk.nl/locaties/koppelsteede/,+31 30 753 3850,korean,original,en-US,0.6,5,"{""en"": 2, ""en-US"": 3}",korean,reviews
ChIJ1yTvv2xnxkcRTX_OlTcEqNw,Happyfood-Nederland,"establishment,food,meal_takeaway,point_of_interest,restaurant",,,,52.0585913,5.1338718,"Nieuwe Kerkstraat, Nijkerkerveen",OPERATIONAL,,,+31 6 82660392,unknown,unknown,,0.0,0,{},unknown,
ChIJ3wSO8SpuxkcR7Tnn_0wynuc,De mobiele Kok/ catering aan huis/ bbq aan huis/ broodjes bezorgen,"establishment,food,point_of_interest,restaurant",4.8,136.0,,52.0394359,5.1489293,"Peppelkade 10, Houten",OPERATIONAL,,https://www.demobielekok.nl/,+31 346 580 580,american,keyword_name_website,en,0.8,5,"{""en"": 4, ""en-US"": 1}",american,name
ChIJZXpROqdtxkcRbIEkF8x1ruE,Crazy Chef Traiteur,"establishment,food,grocery_or_supermarket,meal_takeaway,point_of_interest,restaurant,store",5.0,18.0,,52.0395087,5.1493531,"Peppelkade 4, Houten",OPERATIONAL,,http://www.crazycheftraiteur.nl/,+31 6 13239943,italian,original,en-US,1.0,5,"{""en-US"": 5}",italian,reviews
ChIJKeWN8SpuxkcRnCllKILxBVA,Broodjes-catering | Lunch bestellen | Broodjes en lunch bezorgen door heel Nederland,"establishment,food,meal_takeaway,point_of_interest,restaurant",5.0,22.0,,52.0395087,5.1493531,"Peppelkade 4, Houten",OPERATIONAL,,http://www.broodjes-catering.nl/,+31 346 580 580,cafe,name_contains,en-US,0.8,5,"{""en"": 1, ""en-US"": 4}",unknown,
ChIJp1NofkdnxkcR5IHjlRhsbv4,de mobiele snack/ frietwagen op locatie/ snackwagen/foodtruck,"establishment,food,point_of_interest,restaurant",5.0,1.0,,52.0394993,5.1493538,"Peppelkade 4, Houten",OPERATIONAL,,https://www.demobielesnack.nl/,+31 6 21545284,fast_food,keyword_name_website,en-US,1.0,1,"{""en-US"": 1}",unknown,
ChIJ9_7X5Q1mxkcRtUs8n9PUA4c,Catering Broodje Gesmeerd,"establishment,food,point_of_interest,restaurant",3.4,7.0,,52.0627321,5.143407499999999,"Zwarte Woud 232, Utrecht",OPERATIONAL,,https://www.broodjegesmeerd.nl/,+31 30 280 1293,cafe,keyword_name_website,en-US,0.8,5,"{""en-US"": 4, ""und"": 1}",unknown,
ChIJr3Sv9TxlxkcR-_sk2Di2roY,Vineyard food + drinks De Meern,"establishment,food,point_of_interest,restaurant",,,,52.071322,5.051292999999999,"Rijnzathe 6, Utrecht",OPERATIONAL,,https://vineyardfoodanddrinks.nl/locaties/de-meern/,+31 30 303 5575,european,website_text,,0.0,0,{},unknown,
ChIJu0oGOH1lxkcR_6XuYPvaO3g,Jay’s Kalla,"establishment,food,point_of_interest,restaurant",2.6,7.0,,52.0730079,5.0429433,"Gessel 16, Utrecht",CLOSED_TEMPORARILY,,https://www.jayskalla.nl/,+31 30 202 1128,fast_food,search_snippet,en-US,1.0,5,"{""en-US"": 5}",unknown,
ChIJBbCoX1tlxkcRAiYX5jLSld4,Wok Xpress,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",4.0,5.0,,52.07528809999999,5.0473912,"Damzigt 22b, Utrecht",OPERATIONAL,,http://www.wok-xpress.nl/contact,+31 30 666 6522,chinese,keyword_name_website,en-US,1.0,5,"{""en-US"": 5}",japanese,reviews
ChIJHxCfo-VlxkcRestr_CiXrEY,Kembar Kecil,"establishment,food,meal_takeaway,point_of_interest,restaurant",,,,52.0753656,5.0472698,"Damzigt 22b, Utrecht",OPERATIONAL,,https://www.kembar.nl/,,indonesian,heuristic_domain,,0.0,0,{},unknown,
ChIJF2Ian2llxkcRoEaGWqobXxk,Namaskar Express,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.3,24.0,,52.0753257,5.0460604,"Landzigt 16-21, Utrecht",OPERATIONAL,,https://namaskar-express.nl/,+31 30 268 7477,indian,original,en,1.0,5,"{""en"": 5}",indian,reviews
ChIJ7_Z9nzBlxkcRf_BKdkxaJqc,GoThai Streetfood/ Go Mexican/ Masala Mama(Indian Veg) Utrecht,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",3.6,55.0,,52.0753569,5.0462566,"Landzigt 16, unit 6, De Meern",OPERATIONAL,,https://www.gothai.nl/,+31 30 207 4256,indian,keyword_name_website,en,1.0,5,"{""en"": 5}",indian,name
ChIJGxi7eIllxkcRcZYWW5EgjfM,RotiPlanet de Meern,"establishment,food,point_of_interest,restaurant",3.0,2.0,,52.0754496,5.046334,"Landzigt 16-14, Utrecht",OPERATIONAL,,https://www.rotiplanetdemeern.nl/,+31 30 785 7661,surinamese,heuristic_name_website,en-US,1.0,1,"{""en-US"": 1}",unknown,
ChIJwaN6SFxlxkcRdCZuhYh4ERg,Bij Goes Food & Drinks en more,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",4.4,164.0,,52.076477,5.050114499999999,"Naamrijk 1, Utrecht",OPERATIONAL,,http://www.bijgoes.nl/,+31 30 200 4154,cafe,website_text,en,1.0,5,"{""en"": 5}",unknown,
ChIJ2TgJdcNlxkcRA9l0nrFJ0I4,Broodje Ben Utrecht Damzigt,"establishment,food,point_of_interest,restaurant",,,,52.0765315,5.048210600000001,"Damzigt, Utrecht",OPERATIONAL,,https://www.broodjeben.com/,+31 6 34732697,cafe,keyword_name_website,,0.0,0,{},unknown,
ChIJURj7LUJlxkcRq8wuwf8cbfw,Medina Food,"establishment,food,point_of_interest,restaurant",,,,52.0765891,5.048199800000001,"Damzigt, Utrecht",OPERATIONAL,,,+31 6 17721426,middle_eastern,heuristic_name_only,,0.0,0,{},unknown,
ChIJTaVIl51lxkcRN-GcMpeRuC4,Brasserie de Steiger,"establishment,food,point_of_interest,restaurant",4.2,497.0,2.0,52.0681694,5.0798694,"Ptolemaeuslaan 53, Utrecht",OPERATIONAL,,http://www.brasseriedesteiger.nl/,+31 30 288 0215,french,keyword_name_website,en,1.0,5,"{""en"": 5}",european,name
ChIJybQhrJllxkcRH5dUvEJPHPM,Bakerstreet Holding B.V.,"establishment,food,point_of_interest,restaurant",3.8,8.0,,52.06331429999999,5.088595199999999,"Papendorpseweg 97, Utrecht",OPERATIONAL,,http://www.bakerstreet.nl/,+31 88 276 6353,other,website_text,und,0.8,5,"{""en-US"": 1, ""und"": 4}",unknown,
ChIJETG8VZllxkcR9p-WeXPkUFw,Domus Medica,"establishment,food,point_of_interest,real_estate_agency,restaurant",4.1,149.0,,52.0656015,5.0853906,"Mercatorlaan 1200, Utrecht",OPERATIONAL,,https://merin.nl/aanbod/utrecht/domus-medica,+31 30 202 8010,other,heuristic_domain,en,1.0,5,"{""en"": 5}",unknown,
ChIJ6bpIl51lxkcRAoDcDnCmZro,Camiel Mikily B.V.,"establishment,food,point_of_interest,restaurant",,,,52.0681933,5.0798947,"Ptolemaeuslaan 53, Utrecht",OPERATIONAL,,,,other,heuristic_name_only,,0.0,0,{},unknown,
ChIJy5Gon2tlxkcRUthRGtoBL0M,De Huismeesters,"cafe,establishment,food,point_of_interest,restaurant,store",4.5,2.0,,52.0672454,5.0756477,"Van Deventerlaan 101 -121, Utrecht",OPERATIONAL,,http://dehuismeesters.com/,,cafe,website_text,en-US,1.0,2,"{""en-US"": 2}",unknown,
